Link,Title,Views,Datetime
https://tsn.ua/nauka_it/vchena-rozgadala-sche-odnu-tayemnicyu-mona-lizi-2586339.html,"Вчена розгадала ще одну таємницю ""Мона Лізи""",505,2024-05-25T12:52:00+03:00
https://kyiv.tsn.ua/u-kiyevi-ta-nizci-oblastey-ogolosheno-povitryanu-trivogu-scho-vidomo-mapa-2586378.html,У Києві та низці областей оголошено повітряну тривогу: що відомо (мапа),197,2024-05-25T14:07:00+03:00
https://tsn.ua/prosport/ukrayina-v-yevrokubkah-2024-25-hto-ta-de-gratime-koli-zherebkuvannya-ta-pershi-matchi-2585775.html,"Україна в єврокубках-2024/25: хто та де гратиме, коли жеребкування та перші матчі",4701,2024-05-25T14:05:00+03:00
https://tsn.ua/politika/chi-mozhlive-pripinennya-vognyu-v-ukrayini-zelenskiy-poyasniv-2586384.html,Чи можливе припинення вогню в Україні: Зеленський пояснив,81,2024-05-25T14:03:00+03:00
https://tsn.ua/glamur/irina-gorova-rozsekretila-de-perebuvaye-yiyi-donka-pislya-zamizhzhya-ta-chim-zaymayetsya-2586381.html,"Ірина Горова розсекретила, де перебуває її донька після заміжжя та чим займається",42,2024-05-25T14:01:00+03:00
https://tsn.ua/ato/zsu-mozhut-gotuvatisya-do-kontratak-detali-vid-musiyenka-2586363.html,ЗСУ можуть готуватися до контратак: деталі від Мусієнка,181,2024-05-25T13:58:00+03:00
https://tsn.ua/ato/kitay-maye-zahischati-ukrayinu-zelenskiy-2586375.html,Китай має захищати Україну – Зеленський,233,2024-05-25T13:51:00+03:00
https://tsn.ua/ukrayina/u-chernigovi-stalisya-vibuhi-2586372.html,У Чернігові сталися вибухи,1960,2024-05-25T13:48:00+03:00
https://tsn.ua/ukrayina/zelenskiy-vidpoviv-na-zayavu-putina-pro-nelegitimnu-vladu-v-ukrayini-2586369.html,"Зеленський відповів на заяву Путіна про ""нелегітимну"" владу в Україні",1559,2024-05-25T13:47:00+03:00
https://tsn.ua/prosport/f-yuri-oficiyno-aktivuvav-opciyu-pro-revansh-z-usikom-koli-ta-de-zbirayutsya-organizuvati-biy-2586366.html,Ф'юрі офіційно активував опцію про реванш з Усиком – коли та де збираються організувати бій,353,2024-05-25T13:47:00+03:00
https://tsn.ua/ukrayina/v-odnomu-z-mist-zminili-chas-vidklyuchen-svitla-25-travnya-koli-ne-bude-elektriki-2586300.html,В Україні змінили графіки відключень світла на 25 травня: коли не буде електрики,1368,2024-05-25T13:37:00+03:00
https://tsn.ua/politika/zelenskiy-rozpoviv-yakih-rishen-ochikuye-vid-samitu-miru-v-shveycariyi-2586360.html,"Зеленський розповів, яких рішень очікує від Саміту миру в Швейцарії",484,2024-05-25T13:31:00+03:00
https://tsn.ua/exclusive/proriv-rf-na-harkivschini-scho-vidomo-pro-zvinuvachennya-125-brigadi-i-chomu-proti-komandiriv-zsu-vidkrili-kriminalnu-spravu-2586345.html,Прорив РФ на Харківщині: що відомо про звинувачення 125 бригади і чому проти командирів ЗСУ відкрили кримінальну справу,1190,2024-05-25T13:24:00+03:00
https://tsn.ua/other/simeyni-svyata-2024-roku-dati-koli-budemo-vitati-donechok-siniv-mam-tatusiv-didusiv-ta-babus-2528545.html,"Сімейні свята 2024 року: дати, коли будемо вітати донечок, синів, мам, татусів, дідусів та бабусь",27к,2024-05-25T13:23:00+03:00
https://tsn.ua/ato/zelenskiy-nazvav-vtrati-rf-pid-chas-nastupu-na-harkivschini-2586357.html,Зеленський назвав втрати РФ під час наступу на Харківщині,380,2024-05-25T13:22:00+03:00
https://tsn.ua/glamur/20-richna-zirka-divnih-div-milli-bobbi-braun-tayemno-viyshla-zamizh-za-starshogo-boyfrenda-zmi-2586354.html,"20-річна зірка ""Дивних див"" Міллі Боббі Браун таємно вийшла заміж за старшого бойфренда – ЗМІ",430,2024-05-25T13:19:00+03:00
https://tsn.ua/prosport/manchester-siti-manchester-yunayted-de-divitisya-i-stavki-bukmekeriv-na-final-kubka-angliyi-2585919.html,Манчестер Сіті – Манчестер Юнайтед: де дивитися і ставки букмекерів на фінал Кубка Англії,1201,2024-05-25T13:18:00+03:00
https://tsn.ua/svit/mirna-iniciativa-putina-u-bild-z-yasuvali-scho-za-cim-stoyit-2586351.html,"""Мирна ініціатива"" Путіна: у BILD з'ясували, що за цим стоїть",2445,2024-05-25T13:08:00+03:00
https://tsn.ua/ukrayina/na-zakarpatti-nevidomi-napali-na-prikordonnikiv-vkrali-yihnyu-zbroyu-i-vtekli-z-ukrayini-zhurnalist-2586348.html,"На Закарпатті невідомі напали на прикордонників, вкрали їхню зброю і втекли з України — журналіст",785,2024-05-25T13:07:00+03:00
https://tsn.ua/prosport/dovbik-povtoriv-rekord-andriya-shevchenka-za-golami-za-sezon-v-top-5-ligah-yevropi-sered-ukrayinciv-2586342.html,Довбик повторив рекорд Андрія Шевченка за голами за сезон в топ-5 лігах Європи серед українців,460,2024-05-25T13:04:00+03:00
https://tsn.ua/lady/astrologiya/finansoviy-goroskop-na-tizhden-na-kogo-iz-znakiv-zodiaku-chekaye-pributok-27-travnya-2-chervnya-2583876.html,Фінансовий гороскоп на тиждень: на кого зі знаків зодіаку чекає прибуток 27 травня – 2 червня,1921,2024-05-25T13:00:00+03:00
https://tsn.ua/ukrayina/onovlennya-viyskovo-oblikovih-danih-koli-viyskovozobov-yazanih-mozhe-zatrimati-policiya-2584641.html,Оновлення військово-облікових даних: коли військовозобов'язаних може затримати поліція,75к,2024-05-25T12:58:00+03:00
https://tsn.ua/lady/moda/shkola-stilya/trendi-lita-2024-andre-tan-nazvav-5-rechey-yaki-povinni-buti-u-vashomu-garderobi-2583462.html,"Тренди літа 2024: Андре Тан назвав 5 речей, які повинні бути у вашому гардеробі",21к,2024-05-25T12:52:00+03:00
https://tsn.ua/nauka_it/vchena-rozgadala-sche-odnu-tayemnicyu-mona-lizi-2586339.html,"Вчена розгадала ще одну таємницю ""Мона Лізи""",505,2024-05-25T12:52:00+03:00
https://tsn.ua/svit/zamorozheni-aktivi-rf-stalo-vidomo-chi-peredast-yih-zahid-na-korist-ukrayini-2586141.html,"Заморожені активи РФ: стало відомо, чи передасть їх Захід на користь України",1221,2024-05-24T23:59:00+03:00
https://tsn.ua/prosport/het-trik-dovbika-ta-dubl-cigankova-zhirona-vlashtuvala-golovu-feyeriyu-v-matchi-la-ligi-video-2586138.html,"Хет-трик Довбика та дубль Циганкова: ""Жирона"" влаштувала гольову феєрію в матчі Ла Ліги (відео)",2586,2024-05-24T23:58:00+03:00
https://tsn.ua/svit/u-polschi-choloviku-zagrozhuye-8-rokiv-v-yaznici-cherez-akaunt-na-sayti-znayomstv-u-chomu-yogo-zvinuvachuyut-2585067.html,У Польщі чоловіку через реєстрацію на сайті знайомств загрожує 8 років в'язниці: що він накоїв,8703,2024-05-24T23:57:00+03:00
https://tsn.ua/exclusive/civilni-yaki-zustrichali-okupantiv-ta-shokuvalne-spivvidnoshennya-sil-voyini-rozpovili-scho-vidbuvayetsya-u-vovchansku-2586117.html,"Цивільні, які зустрічали окупантів, та шокувальне співвідношення сил: воїни розповіли, що відбувається у Вовчанську",10к,2024-05-24T23:52:00+03:00
https://tsn.ua/svit/shist-krayin-nato-zbuduyut-stinu-droniv-na-kordoni-z-rosiyeyu-2586135.html,"Шість країн НАТО збудують ""стіну дронів"" на кордоні з Росією",1945,2024-05-24T23:49:00+03:00
https://tsn.ua/prosport/bilyardniy-gol-malinovskogo-dopomig-dzhenoa-obigrati-golovnu-sensaciyu-sezonu-seriyi-a-video-2586129.html,"Більярдний гол Малиновського допоміг ""Дженоа"" обіграти головну сенсацію сезону Серії А (відео)",725,2024-05-24T23:40:00+03:00
https://tsn.ua/ukrayina/rosiyani-mozhut-zrobiti-sche-odne-dzherelo-tisku-oficer-zsu-skazav-pro-yakiy-napryam-ydetsya-2586126.html,"""Росіяни можуть зробити ще одне джерело тиску"": офіцер ЗСУ сказав, про який напрям йдеться",1317,2024-05-24T23:33:00+03:00
https://tsn.ua/prosport/ne-u-zhovtni-promouter-rozpoviv-koli-vidbudetsya-revansh-usik-f-yuri-2586123.html,"Не у жовтні: промоутер розповів, коли відбудеться реванш Усик – Ф'юрі",6707,2024-05-24T23:04:00+03:00
https://tsn.ua/ukrayina/chi-ye-zagroza-vorozhih-diy-na-kordonah-vidpovid-cpd-2586120.html,Чи є загроза ворожих дій на кордонах: відповідь ЦПД,501,2024-05-24T23:03:00+03:00
https://tsn.ua/svit/sholc-poyasniv-chomu-nimechchina-ne-peredaye-ukrayini-raketi-taurus-2586114.html,"Шольц пояснив, чому Німеччина не передає Україні ракети Taurus",2879,2024-05-24T22:57:00+03:00
https://tsn.ua/exclusive/u-tck-pomerli-dvoye-cholovikiv-rodichi-shokuvali-podrobicyami-2586111.html,У ТЦК померли двоє чоловіків: родичі шокували подробицями,7768,2024-05-24T22:55:00+03:00
https://tsn.ua/ukrayina/v-ukrayini-vtretye-za-den-ogolosili-masshtabnu-povitryanu-trivogu-2586105.html,В Україні втретє за день оголосили масштабну повітряну тривогу,1950,2024-05-24T22:34:00+03:00
https://tsn.ua/ukrayina/v-ukrayini-skorotili-perelik-osoblivo-nebezpechnih-rechovin-scho-viklyuchili-2586102.html,В Україні скоротили перелік особливо небезпечних речовин: що виключили,1273,2024-05-24T22:28:00+03:00
https://tsn.ua/ukrayina/ssha-ogolosili-pro-noviy-paket-viyskovoyi-dopomogi-ukrayini-yaka-suma-i-scho-do-nogo-uviyshlo-2586108.html,США оголосили про новий пакет військової допомоги Україні: яка сума і що до нього увійшло,762,2024-05-24T22:27:00+03:00
https://tsn.ua/exclusive/neruhomist-yanukovicha-i-dosi-zalishayetsya-z-yanukovichem-podrobici-skandalnogo-rozsliduvannya-tsn-2586093.html,Кому в Україні належить майно коханки Януковича Полежай: подробиці скандального розслідування ТСН,2570,2024-05-24T22:23:00+03:00
https://tsn.ua/svit/u-rf-geroy-svo-stav-uchitelem-i-rozbestiv-vosmiklasnika-2586099.html,"У РФ ""герой СВО"" став учителем і розбестив восьмикласника",1509,2024-05-24T22:21:00+03:00
https://tsn.ua/svit/bude-kruche-1937-ekspert-zayaviv-scho-rosiyske-viyskove-kerivnictvo-ochikuyut-masshtabni-chistki-2586096.html,"""Буде круче 1937 року"": експерт заявив, що російське військове керівництво очікують масштабні ""чистки""",1073,2024-05-24T22:18:00+03:00
https://tsn.ua/ato/insaydi-pro-yanukovicha-v-bilorusi-i-nastup-z-pivnochi-u-3-y-shturmoviy-poyasnili-chi-ye-zagroza-2586090.html,"""Інсайди"" про Януковича в Білорусі і ""наступ"" з півночі: у 3-й штурмовій пояснили, чи є загроза",4790,2024-05-24T21:53:00+03:00
https://tsn.ua/ukrayina/u-ssha-dali-prognoz-chi-bude-ukrayina-zaproshena-do-nato-na-samiti-alyansu-u-vashingtoni-2586087.html,"У США дали прогноз, чи буде Україна запрошена до НАТО на саміті Альянсу у Вашингтоні",4188,2024-05-24T21:37:00+03:00
https://tsn.ua/ukrayina/zelenskiy-poobicyav-vidpovid-za-udar-po-harkovu-golovne-zi-zvernennya-prezidenta-2586081.html,Зеленський пообіцяв відповідь за удар по Харкову: головне зі звернення президента,2516,2024-05-24T21:35:00+03:00
https://tsn.ua/lady/news/show-biznes/v-ekstravagantnomu-vbranni-i-rozkishnih-prikrasah-eks-angel-victoria-s-secret-na-galavechori-2586069.html,"В екстравагантному вбранні і розкішних прикрасах: екс""ангел"" Victoria's Secret на галавечорі",1016,2024-05-24T21:25:00+03:00
https://tsn.ua/glamur/yuriy-ribchinskiy-poyasniv-chomu-vvazhaye-smert-kuzmi-skryabina-vbivstvom-2585112.html,"Юрій Рибчинський пояснив, чому вважає смерть Кузьми Скрябіна вбивством",7253,2024-05-24T21:20:00+03:00
https://tsn.ua/exclusive/u-mene-yedine-pitannya-za-scho-odin-den-iz-zhittya-viyskovih-medikiv-na-harkivskomu-napryamku-2586072.html,"""У мене єдине питання - за що"": один день із життя військових медиків на Харківському напрямку",1781,2024-05-24T21:20:00+03:00
https://tsn.ua/svit/zamorozheni-aktivi-rf-stalo-vidomo-chi-peredast-yih-zahid-na-korist-ukrayini-2586141.html,"Заморожені активи РФ: стало відомо, чи передасть їх Захід на користь України",1221,2024-05-24T23:59:00+03:00
https://tsn.ua/prosport/het-trik-dovbika-ta-dubl-cigankova-zhirona-vlashtuvala-golovu-feyeriyu-v-matchi-la-ligi-video-2586138.html,"Хет-трик Довбика та дубль Циганкова: ""Жирона"" влаштувала гольову феєрію в матчі Ла Ліги (відео)",2586,2024-05-24T23:58:00+03:00
https://tsn.ua/svit/u-polschi-choloviku-zagrozhuye-8-rokiv-v-yaznici-cherez-akaunt-na-sayti-znayomstv-u-chomu-yogo-zvinuvachuyut-2585067.html,У Польщі чоловіку через реєстрацію на сайті знайомств загрожує 8 років в'язниці: що він накоїв,8703,2024-05-24T23:57:00+03:00
https://tsn.ua/exclusive/civilni-yaki-zustrichali-okupantiv-ta-shokuvalne-spivvidnoshennya-sil-voyini-rozpovili-scho-vidbuvayetsya-u-vovchansku-2586117.html,"Цивільні, які зустрічали окупантів, та шокувальне співвідношення сил: воїни розповіли, що відбувається у Вовчанську",10к,2024-05-24T23:52:00+03:00
https://tsn.ua/svit/shist-krayin-nato-zbuduyut-stinu-droniv-na-kordoni-z-rosiyeyu-2586135.html,"Шість країн НАТО збудують ""стіну дронів"" на кордоні з Росією",1945,2024-05-24T23:49:00+03:00
https://tsn.ua/prosport/bilyardniy-gol-malinovskogo-dopomig-dzhenoa-obigrati-golovnu-sensaciyu-sezonu-seriyi-a-video-2586129.html,"Більярдний гол Малиновського допоміг ""Дженоа"" обіграти головну сенсацію сезону Серії А (відео)",725,2024-05-24T23:40:00+03:00
https://tsn.ua/ukrayina/rosiyani-mozhut-zrobiti-sche-odne-dzherelo-tisku-oficer-zsu-skazav-pro-yakiy-napryam-ydetsya-2586126.html,"""Росіяни можуть зробити ще одне джерело тиску"": офіцер ЗСУ сказав, про який напрям йдеться",1317,2024-05-24T23:33:00+03:00
https://tsn.ua/prosport/ne-u-zhovtni-promouter-rozpoviv-koli-vidbudetsya-revansh-usik-f-yuri-2586123.html,"Не у жовтні: промоутер розповів, коли відбудеться реванш Усик – Ф'юрі",6707,2024-05-24T23:04:00+03:00
https://tsn.ua/ukrayina/chi-ye-zagroza-vorozhih-diy-na-kordonah-vidpovid-cpd-2586120.html,Чи є загроза ворожих дій на кордонах: відповідь ЦПД,501,2024-05-24T23:03:00+03:00
https://tsn.ua/svit/sholc-poyasniv-chomu-nimechchina-ne-peredaye-ukrayini-raketi-taurus-2586114.html,"Шольц пояснив, чому Німеччина не передає Україні ракети Taurus",2879,2024-05-24T22:57:00+03:00
https://tsn.ua/exclusive/u-tck-pomerli-dvoye-cholovikiv-rodichi-shokuvali-podrobicyami-2586111.html,У ТЦК померли двоє чоловіків: родичі шокували подробицями,7768,2024-05-24T22:55:00+03:00
https://tsn.ua/ukrayina/v-ukrayini-vtretye-za-den-ogolosili-masshtabnu-povitryanu-trivogu-2586105.html,В Україні втретє за день оголосили масштабну повітряну тривогу,1950,2024-05-24T22:34:00+03:00
https://tsn.ua/ukrayina/v-ukrayini-skorotili-perelik-osoblivo-nebezpechnih-rechovin-scho-viklyuchili-2586102.html,В Україні скоротили перелік особливо небезпечних речовин: що виключили,1273,2024-05-24T22:28:00+03:00
https://tsn.ua/ukrayina/ssha-ogolosili-pro-noviy-paket-viyskovoyi-dopomogi-ukrayini-yaka-suma-i-scho-do-nogo-uviyshlo-2586108.html,США оголосили про новий пакет військової допомоги Україні: яка сума і що до нього увійшло,762,2024-05-24T22:27:00+03:00
https://tsn.ua/exclusive/neruhomist-yanukovicha-i-dosi-zalishayetsya-z-yanukovichem-podrobici-skandalnogo-rozsliduvannya-tsn-2586093.html,Кому в Україні належить майно коханки Януковича Полежай: подробиці скандального розслідування ТСН,2570,2024-05-24T22:23:00+03:00
https://tsn.ua/svit/u-rf-geroy-svo-stav-uchitelem-i-rozbestiv-vosmiklasnika-2586099.html,"У РФ ""герой СВО"" став учителем і розбестив восьмикласника",1509,2024-05-24T22:21:00+03:00
https://tsn.ua/svit/bude-kruche-1937-ekspert-zayaviv-scho-rosiyske-viyskove-kerivnictvo-ochikuyut-masshtabni-chistki-2586096.html,"""Буде круче 1937 року"": експерт заявив, що російське військове керівництво очікують масштабні ""чистки""",1073,2024-05-24T22:18:00+03:00
https://tsn.ua/ato/insaydi-pro-yanukovicha-v-bilorusi-i-nastup-z-pivnochi-u-3-y-shturmoviy-poyasnili-chi-ye-zagroza-2586090.html,"""Інсайди"" про Януковича в Білорусі і ""наступ"" з півночі: у 3-й штурмовій пояснили, чи є загроза",4790,2024-05-24T21:53:00+03:00
https://tsn.ua/ukrayina/u-ssha-dali-prognoz-chi-bude-ukrayina-zaproshena-do-nato-na-samiti-alyansu-u-vashingtoni-2586087.html,"У США дали прогноз, чи буде Україна запрошена до НАТО на саміті Альянсу у Вашингтоні",4188,2024-05-24T21:37:00+03:00
https://tsn.ua/ukrayina/zelenskiy-poobicyav-vidpovid-za-udar-po-harkovu-golovne-zi-zvernennya-prezidenta-2586081.html,Зеленський пообіцяв відповідь за удар по Харкову: головне зі звернення президента,2516,2024-05-24T21:35:00+03:00
https://tsn.ua/lady/news/show-biznes/v-ekstravagantnomu-vbranni-i-rozkishnih-prikrasah-eks-angel-victoria-s-secret-na-galavechori-2586069.html,"В екстравагантному вбранні і розкішних прикрасах: екс""ангел"" Victoria's Secret на галавечорі",1016,2024-05-24T21:25:00+03:00
https://tsn.ua/glamur/yuriy-ribchinskiy-poyasniv-chomu-vvazhaye-smert-kuzmi-skryabina-vbivstvom-2585112.html,"Юрій Рибчинський пояснив, чому вважає смерть Кузьми Скрябіна вбивством",7253,2024-05-24T21:20:00+03:00
https://tsn.ua/exclusive/u-mene-yedine-pitannya-za-scho-odin-den-iz-zhittya-viyskovih-medikiv-na-harkivskomu-napryamku-2586072.html,"""У мене єдине питання - за що"": один день із життя військових медиків на Харківському напрямку",1781,2024-05-24T21:20:00+03:00
https://tsn.ua/tsikavinki/rosiya-nanesla-na-svoyu-tehniku-noviy-taktichniy-znak-harakternik-rozpoviv-pro-yogo-magichnu-silu-2584782.html,Росія нанесла на свою техніку новий тактичний знак: характерник розповів про його магічну силу,4848,2024-05-23T23:59:00+03:00
https://tsn.ua/svit/u-rosiyskomu-kursku-prodayut-unikalni-kaski-z-chogo-voni-vigotovleni-2585418.html,"У російському Курську продають ""унікальні"" каски: з чого вони виготовлені",2556,2024-05-23T23:58:00+03:00
https://tsn.ua/svit/prezident-chehiyi-potrapiv-do-likarni-pislya-yizdi-na-motocikli-2585415.html,Президент Чехії потрапив до лікарні після їзди на мотоциклі,1982,2024-05-23T23:58:00+03:00
https://tsn.ua/ato/uzhe-tizhden-lihomanit-viyskoviy-zayaviv-pro-problemu-zi-starlink-na-fronti-2585412.html,"""Уже тиждень лихоманить"": військовий заявив про проблему зі Starlink на фронті",1467,2024-05-23T23:57:00+03:00
https://tsn.ua/ukrayina/zhorin-vislovivsya-pro-uhilyantiv-silni-mayut-zadavati-ton-2585409.html,"Жорін висловився про ухилянтів: ""Сильні мають задавати тон""",2291,2024-05-23T23:45:00+03:00
https://tsn.ua/ato/vzyav-bi-dodomu-ale-domu-teper-nemaye-hersonec-vryatuvav-poranenogo-ptaha-pislya-obstrilu-mista-foto-2585406.html,"""Взяв би додому, але дому тепер немає"": херсонець врятував пораненого птаха після обстрілу міста (фото)",929,2024-05-23T23:32:00+03:00
https://tsn.ua/ukrayina/chi-povertatimut-viyskovozobov-yazanih-z-za-kordonu-poyasnennya-golovi-profilnogo-komitetu-radi-2585403.html,Чи повертатимуть військовозобов’язаних з-за кордону: пояснення голови профільного комітету Ради,4217,2024-05-23T23:31:00+03:00
https://tsn.ua/ukrayina/kerivniki-tck-ne-bachat-dali-svogo-viyskkomatu-nardep-pro-problemi-mobilizaciyi-2585397.html,"""Керівники ТЦК не бачать далі свого військкомату"": нардеп про проблеми мобілізації",2257,2024-05-23T23:29:00+03:00
https://tsn.ua/zdorovya/skilki-ukrayinciv-otrimali-ptsr-pid-chas-viyni-ministr-ohoroni-zdorov-ya-shokuvav-statistikoyu-2585394.html,Скільки українців отримали ПТСР під час війни: міністр охорони здоров’я шокував статистикою,1719,2024-05-23T23:29:00+03:00
https://tsn.ua/ukrayina/okupanti-zavdayut-udariv-po-harkovu-ova-2585391.html,Окупанти завдають ударів по Харкову – ОВА,4168,2024-05-23T23:10:00+03:00
https://tsn.ua/ukrayina/dlya-chogo-mobilizuyut-osib-z-legkoyu-rozumovoyu-vidstalistyu-poyasnennya-ochilnika-moz-2585388.html,Для чого мобілізують осіб з легкою розумовою відсталістю: пояснення очільника МОЗ,20к,2024-05-23T23:06:00+03:00
https://tsn.ua/tsikavinki/arheologi-znayshli-u-yegipti-ridkisniy-pismoviy-artefakt-2585385.html,Археологи знайшли у Єгипті рідкісний письмовий артефакт,3599,2024-05-23T22:58:00+03:00
https://tsn.ua/ukrayina/chergova-nespokiyna-nich-okupovaniy-krim-nakrila-svizha-bavovna-video-2585382.html,"Чергова неспокійна ніч: окупований Крим накрила свіжа ""бавовна"" (відео)",15к,2024-05-23T22:49:00+03:00
https://tsn.ua/svit/yakiy-realniy-yaderniy-arsenal-rosiyi-zhurnalisti-nazvali-cifri-2585379.html,Який реальний ядерний арсенал Росії: журналісти назвали цифри,4457,2024-05-23T22:44:00+03:00
https://tsn.ua/groshi/scho-bude-z-cinami-na-palnevid-1-lipnya-ekspert-rozpoviv-detali-2585376.html,Що буде з цінами на пальне від 1 липня: експерт повідомив деталі,6748,2024-05-23T22:43:00+03:00
https://tsn.ua/ato/zelenskiy-zrobiv-zayavu-pro-raketniy-udar-rosiyan-po-tipografiyi-faktor-druk-u-harkovi-2585370.html,"Зеленський зробив заяву про ракетний удар росіян по типографії ""Фактор-друк"" у Харкові",18к,2024-05-23T22:37:00+03:00
https://tsn.ua/svit/antarktida-trischit-vid-bilogo-kontinentu-vidkolovsya-krizhaniy-ostriv-2585367.html,Антарктида тріщить: від білого континенту відколовся крижаний “острів”,2565,2024-05-23T22:35:00+03:00
